76,-12,-1
76,-11,-1
76,-10,-1
76,-9,-1
76,-8,-1
76,-7,-1
76,-6,-1
76,-5,-1
76,-4,-1
76,-3,-1
76,-2,-1
76,-1,-1
76,0,-1
76,1,-1
76,2,-1
76,3,-1
76,4,-1
76,5,-1
76,6,-1
76,7,-1
76,8,-1
76,9,-1
76,10,-1
76,11,-1
76,12,-1
76,13,-1
76,14,-1
76,15,-1
76,16,-1
76,17,-1
76,18,-1
76,19,-1
76,20,-1
76,21,-1
76,22,-1
76,23,-1
76,24,-1
76,25,-1
76,26,-1
76,27,-1
76,28,-1
76,29,-1
76,30,-1
76,31,-1
76,32,-1
76,33,-1
76,34,-1
76,35,-1
76,36,-1
76,37,-1
76,38,-1
76,39,-1
76,40,-1
76,41,-1
76,42,-1
76,43,-1
76,44,-1
76,45,-1
76,46,-1
76,47,-1
76,48,-1
76,49,-1
76,50,-1
76,51,-1
76,52,-1
76,53,-1
76,54,-1
76,55,-1
76,56,-1
76,57,-1
76,58,-1
76,59,-1
76,60,-1
76,61,-1
76,62,-1
76,63,-1
76,64,-1
76,65,-1
76,66,-1
76,67,-1
76,68,-1
76,69,-1
76,70,-1
76,71,-1
76,72,-1
76,73,-1
76,74,-1
76,75,-1
76,76,-1
49,-1,0
49,-1,1
49,-1,2
49,-1,3
49,-1,4
49,-1,5
49,-1,6
49,-1,7
49,-1,8
49,-1,9
49,-1,10
49,-1,11
49,27,0
49,27,1
49,27,2
49,27,3
49,27,4
49,27,5
49,27,6
49,27,7
49,27,8
49,27,9
49,27,10
49,27,11
79,0,1
79,1,1
79,0,3
79,1,3
79,0,5
79,1,5
79,0,7
79,1,7
49,4,2
49,5,2
49,6,2
79,5,3
49,7,4
49,8,4
49,12,4
49,13,4
49,14,4
49,18,4
49,19,4
49,20,2
49,21,2
49,22,2
79,13,5
79,21,3
79,25,7
2,7,0
2,8,1
2,9,0
2,11,0
2,15,0
2,17,0
2,18,1
2,19,0
50,8,0
50,9,1
50,10,0
50,16,0
50,17,1
50,18,0
79,26,2
79,25,1
79,26,1
79,24,0
79,25,0
79,26,0
79,11,0
79,12,0
79,13,0
79,14,0
79,15,0
79,12,1
79,13,1
79,14,1
