76,0,-1
76,1,-1
76,2,-1
76,-1,-1
76,-2,-1
76,-3,-1
76,-4,-1
76,-5,-1
76,-6,-1
76,-7,-1
76,-8,-1
76,-9,-1
76,-10,-1
76,-11,-1
76,3,-1
76,4,-1
76,5,-1
76,6,-1
76,7,-1
76,8,-1
76,9,-1
76,10,-1
76,11,-1
76,12,-1
76,13,-1
76,14,-1
76,15,-1
76,16,-1
76,17,-1
76,18,-1
76,19,-1
76,20,-1
76,21,-1
76,22,-1
76,23,-1
76,24,-1
76,25,-1
76,26,-1
76,27,-1
76,28,-1
76,29,-1
76,30,-1
76,-12,-1
76,-13,-1
76,-14,-1
76,31,-1
76,32,-1
76,33,-1
76,34,-1
49,-10,0
49,-10,1
49,-11,0
49,-11,1
49,-11,2
49,-11,3
49,-12,0
49,-12,1
49,-12,2
49,-12,3
49,-12,4
49,-12,5
49,-12,6
49,-12,7
49,-12,8
49,-12,9
49,-12,10
49,-12,11
49,-12,12
49,-12,13
49,10,0
49,10,1
49,11,1
49,11,2
49,11,3
49,12,3
49,12,4
49,12,5
49,12,6
49,12,7
49,12,8
49,12,9
49,12,10
49,12,11
49,12,12
49,12,2
49,12,1
49,12,0
49,11,0
76,-15,-1
76,-16,-1
76,-17,-1
76,-18,-1
76,-19,-1
76,-20,-1
76,-21,-1
76,-22,-1
76,-23,-1
76,-24,-1
76,-25,-1
76,-26,-1
76,-27,-1
76,-28,-1
76,-29,-1
76,-30,-1
76,-31,-1
2,-7,0
2,-8,0
3,-5,0
3,-4,0
2,-2,0
2,-1,0
3,1,0
3,2,0
2,4,0
2,5,0
3,7,0
3,8,0
79,-7,2
79,-5,2
79,-1,2
79,1,2
79,5,2
79,7,2
6,-8,4
11,-7,5
16,-6,4
21,-5,5
26,-4,4
49,-3,2
49,3,2
8,4,4
13,5,5
18,6,4
23,7,5
28,8,4
46,-1,5
46,0,5
46,1,5
46,2,5
46,-2,5
