1,50,6,2,68,
1,50,51,2,41,
1,50,8,20,3,
1,50,9,50,65,
1,50,9,43,46,
1,50,13,61,33,
1,50,17,13,20,
1,50,17,61,33,
1,50,20,31,46,
1,50,21,46,61,
1,50,25,41,65,
1,50,69,46,20,
1,50,35,46,65,
1,50,40,31,46,
1,50,41,4,28,
1,50,41,64,10,
1,50,41,68,2,
1,50,42,46,20,
1,2,1,50,41,
1,2,4,46,6,
1,2,5,43,13,
1,2,51,4,12,
1,2,51,6,40,
1,2,6,34,39,
1,2,52,10,4,
1,2,7,65,3,
1,2,8,5,3,
1,2,53,13,40,
1,2,7,36,32,
1,2,53,41,31,
1,2,8,43,12,
1,2,10,20,66,
1,2,56,6,40,
1,2,56,12,7,
1,2,12,39,2,
1,2,12,39,3,
1,2,57,41,12,
1,2,12,46,53,
1,2,14,41,10,
1,2,15,75,13,
1,2,60,34,36,
1,2,16,50,46,
1,2,61,51,39,
1,2,61,53,2,
1,2,16,12,10,
1,2,61,35,25,
1,2,17,51,2,
1,2,63,8,40,
1,2,63,23,40,
1,2,63,28,57,
1,2,63,44,40,
1,2,19,51,16,
1,2,19,58,8,
1,2,19,65,41,
1,2,19,39,13,
1,2,21,34,12,
1,2,24,58,32,
1,2,25,6,7,
1,2,25,6,59,
1,2,25,16,9,
1,2,25,18,17,
1,2,25,35,25,
1,2,25,36,31,
1,2,66,11,32,
1,2,66,39,32,
1,2,66,46,8,
1,2,67,50,33,
1,2,27,31,46,
1,2,68,43,50,
1,2,75,47,65,
1,2,70,40,50,
1,2,70,41,20,
1,2,31,10,31,
1,2,31,13,8,
1,2,31,47,19,
1,2,32,57,46,
1,2,32,65,43,
1,2,34,50,8,
1,2,35,50,65,
1,2,35,25,56,
1,2,36,65,40,
1,2,39,2,46,
1,2,39,12,2,
1,2,39,46,65,
1,2,43,22,50,
1,2,44,13,41,
1,3,11,44,22,
1,3,20,65,1,
1,3,20,43,50,
1,3,46,11,46,
1,4,12,39,2,
1,4,12,39,3,
1,4,63,8,40,
1,4,23,51,22,
1,4,24,1,13,
1,4,25,10,20,
1,4,46,66,46,
1,5,1,39,12,
1,5,2,51,2,
1,5,2,53,11,
1,5,2,18,66,
1,5,2,20,40,
1,5,2,26,21,
1,5,2,70,46,
1,5,4,35,25,
1,5,5,20,10,
1,5,5,46,21,
1,5,51,4,41,
1,5,51,12,31,
1,5,6,16,68,
1,5,7,21,10,
1,5,7,32,36,
1,5,52,32,41,
1,5,8,11,2,
1,5,8,11,36,
1,5,8,17,66,
1,5,8,21,41,
1,5,8,35,25,
1,5,53,43,2,
1,5,54,65,40,
1,5,56,6,21,
1,5,11,15,3,
1,5,56,34,41,
1,5,11,46,55,
1,5,12,20,65,
1,5,57,43,2,
1,5,13,13,7,
1,5,13,15,55,
1,5,13,61,42,
1,5,15,10,27,
1,5,16,3,40,
1,5,16,51,2,
1,5,16,51,40,
1,5,61,16,32,
1,5,17,6,59,
1,5,47,7,40,
1,5,18,63,39,
1,5,18,66,7,
1,5,47,71,21,
1,5,20,6,54,
1,5,21,2,41,
1,5,21,57,32,
1,5,21,34,12,
1,5,22,3,17,
1,5,22,7,19,
1,5,22,11,2,
1,5,22,38,12,
1,5,23,25,10,
1,5,25,9,41,
1,5,26,6,31,
1,5,66,58,8,
1,5,26,16,25,
1,5,66,47,20,
1,5,66,35,25,
1,5,66,36,32,
1,5,67,6,40,
1,5,67,42,41,
1,5,28,8,69,
1,5,68,8,42,
1,5,28,65,3,
1,5,32,58,39,
1,5,32,65,40,
1,5,32,65,43,
1,5,33,9,41,
1,5,35,25,36,
1,5,35,32,57,
1,5,36,51,39,
1,5,36,52,25,
1,5,36,21,52,
1,5,40,1,12,
1,5,40,2,6,
1,5,40,2,16,
1,5,40,51,2,
1,5,40,65,34,
1,5,40,31,65,
1,5,44,39,44,
1,6,2,4,6,
1,6,2,20,40,
1,6,2,26,24,
1,6,2,44,12,
1,6,3,46,20,
