76,-1,-1
76,0,-1
76,-2,-1
76,-3,-1
76,-4,-1
76,-5,-1
76,-6,-1
76,-7,-1
76,-8,-1
76,-9,-1
76,-10,-1
76,-11,-1
76,-12,-1
76,-13,-1
76,-14,-1
76,-15,-1
76,-16,-1
76,-17,-1
76,-18,-1
76,-19,-1
76,-20,-1
76,-21,-1
76,-22,-1
76,-23,-1
76,-24,-1
76,-25,-1
76,-26,-1
76,-27,-1
76,-28,-1
76,-29,-1
76,-30,-1
76,2,-1
76,3,-1
76,1,-1
76,4,-1
76,5,-1
76,6,-1
76,7,-1
76,8,-1
76,9,-1
76,10,-1
76,11,-1
76,12,-1
76,13,-1
76,14,-1
76,16,-1
76,15,-1
76,17,-1
76,18,-1
76,19,-1
76,20,-1
76,21,-1
76,22,-1
76,23,-1
76,24,-1
76,25,-1
76,26,-1
76,27,-1
76,28,-1
76,29,-1
76,30,-1
76,31,-1
76,32,-1
76,33,-1
76,34,-1
76,35,-1
76,36,-1
76,37,-1
76,38,-1
76,39,-1
76,40,-1
76,41,-1
76,42,-1
76,43,-1
76,-31,-1
76,-32,-1
76,-33,-1
76,-34,-1
76,-35,-1
76,-36,-1
76,-37,-1
76,-38,-1
76,-39,-1
76,-40,-1
76,-41,-1
76,-42,-1
76,-43,-1
76,-44,-1
76,60,-1
76,59,-1
76,58,-1
76,57,-1
76,56,-1
76,55,-1
76,54,-1
76,53,-1
76,52,-1
76,51,-1
76,50,-1
76,49,-1
76,48,-1
76,47,-1
76,46,-1
76,45,-1
76,44,-1
1,2,1
2,3,2
3,4,3
4,5,2
5,6,1
6,7,3
7,8,2
8,9,1
9,10,2
10,11,3
11,12,1
12,13,2
13,14,3
14,15,2
15,16,1
16,17,3
17,18,2
18,19,1
19,20,2
20,21,3
21,22,1
22,23,2
23,24,3
24,25,2
25,26,1
26,27,3
27,28,2
28,29,1
29,30,2
30,31,3
31,32,1
32,33,2
33,34,3
34,35,2
35,36,1
36,37,3
37,38,2
38,39,1
39,40,3
40,41,2
41,42,1
42,43,2
43,44,3
44,45,1
45,46,2
46,47,3
51,48,1
52,49,2
53,50,3
54,51,2
55,52,1
56,53,3
57,54,2
58,55,1
59,56,2
60,57,3
61,58,1
62,59,2
63,60,3
64,61,2
65,62,1
66,63,3
67,64,2
68,65,1
69,66,2
70,67,3
71,68,1
72,69,2
73,70,3
74,71,2
75,72,1
76,62,-1
76,61,-1
76,63,-1
76,64,-1
76,65,-1
76,66,-1
76,67,-1
76,68,-1
76,69,-1
76,70,-1
76,71,-1
76,72,-1
76,73,-1
76,74,-1
76,75,-1
76,76,-1
76,77,-1
76,78,-1
76,79,-1
76,80,-1
76,81,-1
76,82,-1
76,83,-1
76,84,-1
76,85,-1
76,86,-1
76,87,-1
49,74,0
49,74,1
49,74,2
49,74,3
49,74,4
49,74,5
49,74,6
49,74,7
49,74,8
49,74,9
49,74,10
49,74,11
49,74,12
49,74,13
