76,-1,-1
76,0,-1
76,-2,-1
76,-3,-1
76,-4,-1
76,-5,-1
76,-6,-1
76,-7,-1
76,-8,-1
76,-9,-1
76,-10,-1
76,-11,-1
76,-12,-1
76,-13,-1
76,-14,-1
76,-15,-1
76,-16,-1
76,-17,-1
76,-18,-1
76,-19,-1
76,-20,-1
76,-21,-1
76,-22,-1
76,-23,-1
76,-24,-1
76,-25,-1
76,-26,-1
76,-27,-1
76,-28,-1
76,-29,-1
76,-30,-1
76,2,-1
76,3,-1
76,1,-1
76,4,-1
76,5,-1
76,6,-1
76,7,-1
76,8,-1
76,9,-1
76,10,-1
76,11,-1
76,12,-1
76,13,-1
76,14,-1
76,16,-1
76,15,-1
76,17,-1
76,18,-1
76,19,-1
76,20,-1
76,21,-1
76,22,-1
76,23,-1
76,24,-1
76,25,-1
76,26,-1
76,27,-1
76,28,-1
76,29,-1
76,30,-1
76,31,-1
76,32,-1
76,33,-1
76,34,-1
76,35,-1
76,36,-1
76,37,-1
76,38,-1
76,39,-1
76,40,-1
76,41,-1
76,42,-1
76,43,-1
76,-31,-1
76,-32,-1
76,-33,-1
76,-34,-1
76,-35,-1
76,-36,-1
76,-37,-1
76,-38,-1
76,-39,-1
76,-40,-1
76,-41,-1
76,-42,-1
76,-43,-1
76,-44,-1
3,-2,0
49,30,8
49,-8,0
49,-8,1
49,-8,2
49,-8,3
49,-8,4
49,-8,5
49,-8,6
49,-8,7
49,-8,8
49,-8,9
49,-8,10
49,-8,11
49,-8,12
49,-8,13
8,-2,1
13,-3,1
18,-3,2
23,-4,2
28,-5,2
33,-5,1
37,-6,1
41,-6,0
3,2,0
8,2,1
13,3,1
18,3,2
23,4,2
28,5,2
33,5,1
37,6,1
41,6,0
1,9,1
2,10,2
4,11,3
5,12,4
6,13,1
7,14,2
9,15,3
10,16,4
11,17,1
12,18,2
14,19,3
15,20,4
16,21,1
17,22,2
19,23,3
20,24,4
21,25,1
22,26,2
24,27,3
25,28,4
26,29,1
27,30,2
29,31,3
30,32,4
31,33,1
32,34,2
34,35,3
35,36,4
36,37,1
38,40,4
76,44,-1
76,45,-1
76,46,-1
76,47,-1
76,48,-1
76,49,-1
76,51,-1
76,52,-1
76,50,-1
76,53,-1
76,54,-1
76,55,-1
76,56,-1
76,57,-1
76,58,-1
76,59,-1
76,60,-1
76,61,-1
76,62,-1
76,63,-1
76,64,-1
76,65,-1
76,66,-1
76,67,-1
76,68,-1
76,69,-1
39,41,1
40,42,2
42,43,3
43,44,4
44,45,1
46,48,4
49,50,1
49,50,0
49,50,2
49,50,3
49,50,4
49,50,5
49,50,6
49,50,7
49,50,8
49,50,9
49,50,10
49,50,11
49,50,12
49,50,13
