1,1,2,3,
1,50,8,43,
1,1,12,16,
1,50,20,12,
1,50,66,46,
1,50,69,41,
1,50,29,46,
1,50,32,50,
1,50,32,46,
1,50,34,46,
1,2,1,2,
1,2,1,6,
1,2,1,46,
1,2,2,50,
1,2,2,8,
1,2,50,61,
1,2,2,46,
1,2,3,3,
1,2,48,58,
1,2,3,17,
1,2,3,18,
1,2,4,18,
1,2,4,28,
1,2,4,46,
1,2,5,2,
1,2,5,50,
1,2,5,40,
1,2,5,44,
1,2,5,46,
1,2,51,50,
1,2,6,52,
1,2,51,7,
1,2,6,55,
1,2,51,11,
1,2,6,16,
1,2,51,16,
1,2,51,32,
1,2,51,34,
1,2,51,35,
1,2,6,44,
1,2,6,46,
1,2,51,46,
1,2,52,46,
1,2,8,52,
1,2,8,17,
1,2,53,31,
1,2,9,2,
1,2,9,46,
1,2,54,46,
1,2,10,3,
1,2,55,3,
1,2,55,50,
1,2,10,8,
1,2,55,12,
1,2,55,20,
1,2,55,31,
1,2,10,46,
1,2,11,2,
1,2,11,8,
1,2,11,18,
1,2,56,34,
1,2,56,44,
1,2,11,46,
1,2,12,50,
1,2,57,50,
1,2,12,16,
1,2,57,18,
1,2,12,41,
1,2,57,43,
1,2,57,46,
1,2,58,32,
1,2,13,33,
1,2,58,40,
1,2,13,41,
1,2,14,2,
1,2,14,7,
1,2,59,7,
1,2,14,18,
1,2,59,18,
1,2,14,46,
1,2,59,46,
1,2,15,3,
1,2,60,3,
1,2,15,8,
1,2,15,34,
1,2,60,34,
1,2,15,46,
1,2,16,2,
1,2,61,2,
1,2,16,9,
1,2,61,17,
1,2,16,64,
1,2,61,19,
1,2,61,21,
1,2,61,30,
1,2,61,31,
1,2,61,38,
1,2,61,41,
1,2,18,3,
1,2,18,53,
1,2,47,16,
1,2,63,17,
1,2,63,24,
1,2,63,31,
1,2,64,12,
1,2,19,18,
1,2,19,33,
1,2,64,46,
1,2,20,3,
1,2,65,5,
1,2,65,8,
1,2,65,10,
1,2,65,12,
1,2,65,25,
1,2,65,40,
1,2,65,41,
1,2,21,6,
1,2,21,12,
1,2,21,34,
1,2,21,41,
1,2,22,8,
1,2,23,55,
1,2,24,46,
1,2,25,10,
1,2,25,13,
1,2,25,16,
1,2,25,19,
1,2,25,31,
1,2,25,40,
1,2,66,8,
1,2,66,21,
1,2,26,46,
1,2,66,46,
1,2,67,50,
1,2,72,50,
1,2,67,7,
1,2,67,46,
1,2,28,8,
1,2,28,61,
1,2,69,18,
1,2,69,36,
1,2,69,39,
1,2,70,3,
1,2,70,12,
1,2,70,42,
1,2,31,2,
1,2,31,55,
1,2,32,18,
1,2,32,46,
1,2,33,10,
1,2,35,17,
1,2,35,25,
1,2,35,46,
1,2,36,8,
1,2,36,9,
1,2,36,65,
1,2,36,40,
1,2,38,3,
1,2,38,8,
1,2,38,18,
1,2,38,32,
1,2,38,34,
1,2,39,8,
1,2,40,13,
1,2,40,46,
1,2,42,46,
1,2,43,3,
1,2,43,46,
1,3,16,50,
1,3,43,13,
1,3,43,39,
1,4,19,41,
1,4,21,2,
1,4,21,33,
1,4,23,8,
1,4,31,59,
1,4,35,25,
1,4,46,6,
1,5,1,4,
1,5,1,5,
1,5,1,56,
1,5,1,12,
1,5,1,46,
1,5,2,6,
1,5,2,56,
1,5,2,12,
1,5,2,43,
1,5,3,31,
1,5,3,34,
1,5,51,2,
1,5,6,7,
1,5,51,11,
1,5,6,16,
1,5,6,17,
1,5,51,22,
1,5,6,67,
1,5,51,32,
1,5,51,40,
1,5,51,42,
1,5,6,46,
1,5,7,10,
1,5,7,12,
1,5,52,13,
1,5,52,16,
1,5,52,40,
1,5,7,46,
1,5,8,54,
1,5,8,11,
1,5,8,67,
1,5,53,31,
1,5,8,35,
1,5,54,39,
1,5,10,31,
1,5,56,2,
1,5,11,52,
1,5,56,12,
1,5,11,66,
1,5,56,34,
1,5,12,5,
1,5,57,8,
1,5,12,12,
1,5,57,15,
1,5,12,66,
1,5,12,31,
1,5,57,31,
1,5,57,41,
1,5,13,57,
1,5,58,32,
1,5,58,33,
1,5,58,40,
1,5,14,46,
1,5,60,39,
1,5,61,9,
1,5,61,17,
1,5,61,35,
1,5,16,46,
1,5,63,9,
1,5,64,2,
1,5,65,11,
1,5,21,12,
1,5,22,67,
1,5,23,16,
1,5,25,8,
1,5,25,9,
1,5,25,40,
1,5,66,4,
1,5,26,6,
1,5,26,61,
1,5,66,20,
1,5,66,21,
1,5,26,68,
1,5,66,33,
1,5,27,4,
1,5,27,54,
1,5,67,37,
1,5,28,8,
1,5,68,11,
1,5,28,61,
1,5,29,65,
1,5,69,39,
1,5,30,46,
1,5,31,34,
1,5,32,58,
1,5,33,7,
1,5,33,52,
1,5,33,8,
1,5,33,9,
1,5,33,12,
1,5,35,25,
1,5,35,40,
1,5,36,6,
1,5,36,7,
1,5,36,52,
1,5,36,31,
1,6,1,6,
1,6,1,56,
1,6,1,40,
1,6,2,6,
1,6,2,10,
1,6,2,43,
1,6,2,44,
1,6,3,5,
1,6,3,15,
1,6,3,31,
1,6,4,2,
1,6,4,15,
1,6,4,67,
1,6,4,40,
1,6,5,9,
1,6,5,67,
1,6,51,2,
1,6,6,7,
1,6,51,7,
1,6,6,54,
1,6,51,11,
1,6,51,12,
1,6,51,22,
1,6,51,24,
1,6,6,68,
1,6,51,32,
1,6,51,40,
1,6,51,42,
1,6,51,44,
1,6,52,10,
1,6,52,23,
1,51,7,32,
1,6,52,42,
1,6,7,46,
1,6,53,31,
1,6,8,32,
1,6,54,39,
1,6,55,31,
1,6,55,34,
1,6,11,6,
1,6,56,6,
1,6,56,9,
1,6,11,67,
1,6,12,1,
1,6,12,5,
1,6,12,6,
1,6,57,15,
1,6,12,64,
1,6,57,33,
1,6,13,52,
1,6,58,21,
1,6,58,25,
1,6,58,32,
1,6,13,40,
1,6,14,41,
1,6,14,46,
1,6,15,68,
1,6,60,34,
1,6,61,2,
1,6,61,21,
1,6,61,22,
1,6,61,31,
1,51,16,32,
1,6,16,46,
1,51,17,55,
1,31,17,61,
1,6,17,46,
1,6,18,6,
1,6,18,7,
1,6,18,17,
1,6,18,39,
1,6,19,18,
1,6,19,46,
1,6,20,7,
1,6,65,34,
1,6,20,40,
1,51,21,2,
1,51,21,3,
1,6,21,13,
1,6,21,69,
1,6,22,12,
1,6,23,9,
1,51,23,12,
1,6,23,40,
1,6,24,6,
1,6,24,40,
1,6,26,54,
1,6,26,57,
1,6,26,16,
1,6,26,61,
1,6,66,21,
1,6,26,22,
1,6,66,24,
1,6,66,33,
1,6,26,39,
1,6,66,41,
1,6,27,54,
1,6,67,18,
1,6,27,35,
1,6,67,39,
1,6,27,41,
1,6,68,11,
1,6,28,57,
1,6,28,61,
1,6,28,24,
1,51,74,50,
1,6,69,10,
1,6,29,16,
1,6,69,39,
1,6,74,39,
1,6,70,3,
1,6,70,12,
1,6,30,36,
1,6,70,40,
1,6,30,46,
1,51,31,3,
1,6,31,16,
1,6,31,18,
1,51,31,31,
1,6,32,58,
1,6,32,15,
1,6,33,9,
1,6,33,12,
1,6,33,18,
1,6,34,41,
